id,file_path,function_signature,body,parameters,examples
1067,..\pandas\reference\api\pandas.DataFrame.count.html,pandas.DataFrame.count,"DataFrame.count(axis=0, numeric_only=False)[source]# Count non-NA cells for each column or row. The values None, NaN, NaT, pandas.NA are considered NA.","Parameters: axis{0 or ‘index’, 1 or ‘columns’}, default 0If 0 or ‘index’ counts are generated for each column. If 1 or ‘columns’ counts are generated for each row. numeric_onlybool, default FalseInclude only float, int or boolean data. Returns: SeriesFor each column/row the number of non-NA/null entries.","['>>> df = pd.DataFrame({""Person"":\n...                    [""John"", ""Myla"", ""Lewis"", ""John"", ""Myla""],\n...                    ""Age"": [24., np.nan, 21., 33, 26],\n...                    ""Single"": [False, True, True, True, False]})\n>>> df\n   Person   Age  Single\n0    John  24.0   False\n1    Myla   NaN    True\n2   Lewis  21.0    True\n3    John  33.0    True\n4    Myla  26.0   False', '>>> df.count()\nPerson    5\nAge       4\nSingle    5\ndtype: int64', "">>> df.count(axis='columns')\n0    3\n1    2\n2    3\n3    3\n4    3\ndtype: int64""]"
1068,..\pandas\reference\api\pandas.Timestamp.to_pydatetime.html,pandas.Timestamp.to_pydatetime,"Timestamp.to_pydatetime(warn=True)# Convert a Timestamp object to a native Python datetime object. If warn=True, issue a warning if nanoseconds is nonzero.",No parameters found,"["">>> ts = pd.Timestamp('2020-03-14T15:32:52.192548')\n>>> ts.to_pydatetime()\ndatetime.datetime(2020, 3, 14, 15, 32, 52, 192548)"", '>>> pd.NaT.to_pydatetime()\nNaT']"
1069,..\pandas\reference\api\pandas.option_context.html,pandas.option_context,"class pandas.option_context(*args)[source]# Context manager to temporarily set options in the with statement context. You need to invoke as option_context(pat, val, [(pat, val), ...]). Examples",No parameters found,"["">>> from pandas import option_context\n>>> with option_context('display.max_rows', 10, 'display.max_columns', 5):\n...     pass""]"
1070,..\pandas\reference\api\pandas.errors.IndexingError.html,pandas.errors.IndexingError,exception pandas.errors.IndexingError[source]# Exception is raised when trying to index and there is a mismatch in dimensions.,No parameters found,"['>>> df = pd.DataFrame({\'A\': [1, 1, 1]})\n>>> df.loc[..., ..., \'A\'] \n... # IndexingError: indexer may only contain one \'...\' entry\n>>> df = pd.DataFrame({\'A\': [1, 1, 1]})\n>>> df.loc[1, ..., ...] \n... # IndexingError: Too many indexers\n>>> df[pd.Series([True], dtype=bool)] \n... # IndexingError: Unalignable boolean Series provided as indexer...\n>>> s = pd.Series(range(2),\n...               index = pd.MultiIndex.from_product([[""a"", ""b""], [""c""]]))\n>>> s.loc[""a"", ""c"", ""d""] \n... # IndexingError: Too many indexers']"
1071,..\pandas\reference\api\pandas.core.groupby.DataFrameGroupBy.aggregate.html,pandas.core.groupby.DataFrameGroupBy.aggregate,"DataFrameGroupBy.aggregate(func=None, *args, engine=None, engine_kwargs=None, **kwargs)[source]# Aggregate using one or more operations over the specified axis. Notes When using engine='numba', there will be no “fall back” behavior internally. The group data and group index will be passed as numpy arrays to the JITed user defined function, and no alternative execution attempts will be tried. Functions that mutate the passed object can produce unexpected behavior or errors and are not supported. See Mutating with User Defined Function (UDF) methods for more details. Changed in version 1.3.0: The resulting dtype will reflect the return value of the passed func, see the examples below.","Parameters: funcfunction, str, list, dict or NoneFunction to use for aggregating the data. If a function, must either work when passed a DataFrame or when passed to DataFrame.apply. Accepted combinations are: function string function name list of functions and/or function names, e.g. [np.sum, 'mean'] dict of axis labels -> functions, function names or list of such. None, in which case **kwargs are used with Named Aggregation. Here the output has one column for each element in **kwargs. The name of the column is keyword, whereas the value determines the aggregation used to compute the values in the column. Can also accept a Numba JIT function with engine='numba' specified. Only passing a single function is supported with this engine. If the 'numba' engine is chosen, the function must be a user defined function with values and index as the first and second arguments respectively in the function signature. Each group’s index will be passed to the user defined function and optionally available for use. *argsPositional arguments to pass to func. enginestr, default None 'cython' : Runs the function through C-extensions from cython. 'numba' : Runs the function through JIT compiled code from numba. None : Defaults to 'cython' or globally setting compute.use_numba engine_kwargsdict, default None For 'cython' engine, there are no accepted engine_kwargs For 'numba' engine, the engine can accept nopython, nogil and parallel dictionary keys. The values must either be True or False. The default engine_kwargs for the 'numba' engine is {'nopython': True, 'nogil': False, 'parallel': False} and will be applied to the function **kwargs If func is None, **kwargs are used to define the output names and aggregations via Named Aggregation. See func entry. Otherwise, keyword arguments to be passed into func. Returns: DataFrame","['>>> data = {""A"": [1, 1, 2, 2],\n...         ""B"": [1, 2, 3, 4],\n...         ""C"": [0.362838, 0.227877, 1.267767, -0.562860]}\n>>> df = pd.DataFrame(data)\n>>> df\n   A  B         C\n0  1  1  0.362838\n1  1  2  0.227877\n2  2  3  1.267767\n3  2  4 -0.562860', "">>> df.groupby('A').agg('min')\n   B         C\nA\n1  1  0.227877\n2  3 -0.562860"", "">>> df.groupby('A').agg(['min', 'max'])\n    B             C\n  min max       min       max\nA\n1   1   2  0.227877  0.362838\n2   3   4 -0.562860  1.267767"", "">>> df.groupby('A').B.agg(['min', 'max'])\n   min  max\nA\n1    1    2\n2    3    4"", "">>> df.groupby('A').agg(lambda x: sum(x) + 2)\n    B          C\nA\n1       5       2.590715\n2       9       2.704907"", "">>> df.groupby('A').agg({'B': ['min', 'max'], 'C': 'sum'})\n    B             C\n  min max       sum\nA\n1   1   2  0.590715\n2   3   4  0.704907"", '>>> df.groupby(""A"").agg(\n...     b_min=pd.NamedAgg(column=""B"", aggfunc=""min""),\n...     c_sum=pd.NamedAgg(column=""C"", aggfunc=""sum"")\n... )\n   b_min     c_sum\nA\n1      1  0.590715\n2      3  0.704907', '>>> df.groupby(""A"")[[""B""]].agg(lambda x: x.astype(float).min())\n      B\nA\n1   1.0\n2   3.0']"
1072,..\pandas\reference\api\pandas.DataFrame.cov.html,pandas.DataFrame.cov,"DataFrame.cov(min_periods=None, ddof=1, numeric_only=False)[source]# Compute pairwise covariance of columns, excluding NA/null values. Compute the pairwise covariance among the series of a DataFrame. The returned data frame is the covariance matrix of the columns of the DataFrame. Both NA and null values are automatically excluded from the calculation. (See the note below about bias from missing values.) A threshold can be set for the minimum number of observations for each value created. Comparisons with observations below this threshold will be returned as NaN. This method is generally used for the analysis of time series data to understand the relationship between different measures across time. Notes Returns the covariance matrix of the DataFrame’s time series. The covariance is normalized by N-ddof. For DataFrames that have Series that are missing data (assuming that data is missing at random) the returned covariance matrix will be an unbiased estimate of the variance and covariance between the member Series. However, for many applications this estimate may not be acceptable because the estimate covariance matrix is not guaranteed to be positive semi-definite. This could lead to estimate correlations having absolute values which are greater than one, and/or a non-invertible covariance matrix. See Estimation of covariance matrices for more details.","Parameters: min_periodsint, optionalMinimum number of observations required per pair of columns to have a valid result. ddofint, default 1Delta degrees of freedom.  The divisor used in calculations is N - ddof, where N represents the number of elements. This argument is applicable only when no nan is in the dataframe. numeric_onlybool, default FalseInclude only float, int or boolean data. Added in version 1.5.0. Changed in version 2.0.0: The default value of numeric_only is now False. Returns: DataFrameThe covariance matrix of the series of the DataFrame.","["">>> df = pd.DataFrame([(1, 2), (0, 3), (2, 0), (1, 1)],\n...                   columns=['dogs', 'cats'])\n>>> df.cov()\n          dogs      cats\ndogs  0.666667 -1.000000\ncats -1.000000  1.666667"", "">>> np.random.seed(42)\n>>> df = pd.DataFrame(np.random.randn(1000, 5),\n...                   columns=['a', 'b', 'c', 'd', 'e'])\n>>> df.cov()\n          a         b         c         d         e\na  0.998438 -0.020161  0.059277 -0.008943  0.014144\nb -0.020161  1.059352 -0.008543 -0.024738  0.009826\nc  0.059277 -0.008543  1.010670 -0.001486 -0.000271\nd -0.008943 -0.024738 -0.001486  0.921297 -0.013692\ne  0.014144  0.009826 -0.000271 -0.013692  0.977795"", "">>> np.random.seed(42)\n>>> df = pd.DataFrame(np.random.randn(20, 3),\n...                   columns=['a', 'b', 'c'])\n>>> df.loc[df.index[:5], 'a'] = np.nan\n>>> df.loc[df.index[5:10], 'b'] = np.nan\n>>> df.cov(min_periods=12)\n          a         b         c\na  0.316741       NaN -0.150812\nb       NaN  1.248003  0.191417\nc -0.150812  0.191417  0.895202""]"
1073,..\pandas\reference\api\pandas.tseries.offsets.QuarterEnd.kwds.html,pandas.tseries.offsets.QuarterEnd.kwds,QuarterEnd.kwds# Return a dict of extra parameters for the offset.,No parameters found,"['>>> pd.DateOffset(5).kwds\n{}', "">>> pd.offsets.FY5253Quarter().kwds\n{'weekday': 0,\n 'startingMonth': 1,\n 'qtr_with_extra_week': 1,\n 'variation': 'nearest'}""]"
1074,..\pandas\reference\api\pandas.Series.mode.html,pandas.Series.mode,Series.mode(dropna=True)[source]# Return the mode(s) of the Series. The mode is the value that appears most often. There can be multiple modes. Always returns Series even if only one value is returned.,"Parameters: dropnabool, default TrueDon’t consider counts of NaN/NaT. Returns: SeriesModes of the Series in sorted order.","['>>> s = pd.Series([2, 4, 2, 2, 4, None])\n>>> s.mode()\n0    2.0\ndtype: float64', '>>> s = pd.Series([2, 4, 8, 2, 4, None])\n>>> s.mode()\n0    2.0\n1    4.0\ndtype: float64', '>>> s = pd.Series([2, 4, None, None, 4, None])\n>>> s.mode(dropna=False)\n0   NaN\ndtype: float64\n>>> s = pd.Series([2, 4, None, None, 4, None])\n>>> s.mode()\n0    4.0\ndtype: float64']"
1075,..\pandas\reference\api\pandas.tseries.offsets.DateOffset.copy.html,pandas.tseries.offsets.DateOffset.copy,DateOffset.copy()# Return a copy of the frequency.,No parameters found,['>>> freq = pd.DateOffset(1)\n>>> freq_copy = freq.copy()\n>>> freq is freq_copy\nFalse']
1076,..\pandas\reference\api\pandas.Timestamp.tz.html,pandas.Timestamp.tz,property Timestamp.tz# Alias for tzinfo.,No parameters found,"["">>> ts = pd.Timestamp(1584226800, unit='s', tz='Europe/Stockholm')\n>>> ts.tz\n<DstTzInfo 'Europe/Stockholm' CET+1:00:00 STD>""]"
1077,..\pandas\reference\api\pandas.Period.asfreq.html,pandas.Period.asfreq,"Period.asfreq(freq, how='E')# Convert Period to desired frequency, at the start or end of the interval.","Parameters: freqstr, BaseOffsetThe desired frequency. If passing a str, it needs to be a valid period alias. how{‘E’, ‘S’, ‘end’, ‘start’}, default ‘end’Start or end of the timespan. Returns: resampledPeriod","["">>> period = pd.Period('2023-1-1', freq='D')\n>>> period.asfreq('h')\nPeriod('2023-01-01 23:00', 'h')""]"
1078,..\pandas\reference\api\pandas.errors.IntCastingNaNError.html,pandas.errors.IntCastingNaNError,exception pandas.errors.IntCastingNaNError[source]# Exception raised when converting (astype) an array with NaN to an integer type.,No parameters found,"['>>> pd.DataFrame(np.array([[1, np.nan], [2, 3]]), dtype=""i8"")\nTraceback (most recent call last):\nIntCastingNaNError: Cannot convert non-finite values (NA or inf) to integer']"
1079,..\pandas\reference\api\pandas.core.groupby.DataFrameGroupBy.all.html,pandas.core.groupby.DataFrameGroupBy.all,"DataFrameGroupBy.all(skipna=True)[source]# Return True if all values in the group are truthful, else False.","Parameters: skipnabool, default TrueFlag to ignore nan values during truth testing. Returns: Series or DataFrameDataFrame or Series of boolean values, where a value is True if all elements are True within its respective group, False otherwise.","["">>> lst = ['a', 'a', 'b']\n>>> ser = pd.Series([1, 2, 0], index=lst)\n>>> ser\na    1\na    2\nb    0\ndtype: int64\n>>> ser.groupby(level=0).all()\na     True\nb    False\ndtype: bool"", '>>> data = [[1, 0, 3], [1, 5, 6], [7, 8, 9]]\n>>> df = pd.DataFrame(data, columns=[""a"", ""b"", ""c""],\n...                   index=[""ostrich"", ""penguin"", ""parrot""])\n>>> df\n         a  b  c\nostrich  1  0  3\npenguin  1  5  6\nparrot   7  8  9\n>>> df.groupby(by=[""a""]).all()\n       b      c\na\n1  False   True\n7   True   True']"
